poi_id,poi_name,poi_geometry,poi_lat,poi_lng,poi_cate,is_area,parent_poi_id,frame_n_total,is_focal
564.0,Nam Wan Tunnel,POINT (114.1009114 22.3385402),22.3385402,114.1009114,city,0,,1,0
565.0,Nan Lian Garden,POINT (114.2045149 22.3396114),22.3396114,114.2045149,cultural,0,,185,1
566.0,Nathan Hotel,POINT (114.1716967 22.3076315),22.3076315,114.1716967,hotel,0,,8,0
567.0,Nathan Rd,POINT (114.1710157 22.3109155),22.3109155,114.1710157,city,0,,198,1
568.0,Nei Nak Shan,POINT (113.911925 22.2629796),22.2629796,113.911925,outdoor,0,,6,0
569.0,Nelson St,POINT (114.1701701 22.3184656),22.3184656,114.1701701,city,0,,14,0
570.0,New Baccarat Seafood Restaurant,POINT (114.0270098 22.2115259),22.2115259,114.0270098,dining,0,,1,0
571.0,New Five Dragon Congee & Noodle Restaurant,POINT (114.1470543 22.2878366),22.2878366,114.1470543,dining,0,,3,0
572.0,New Istanbul Kebab,POINT (114.173987 22.298117),22.298117,114.173987,dining,0,,3,0
573.0,New Praya,POINT (114.1275369 22.2839248),22.2839248,114.1275369,city,0,,3,0
574.0,New Punjab Club,POINT (114.1551976 22.279972),22.279972,114.1551976,dining,0,,2,0
575.0,New Territories,POINT (114.1234149 22.3704243),22.3704243,114.1234149,area,0,,18,0
576.0,New Town Plaza,POINT (114.1886372 22.3817578),22.3817578,114.1886372,shopping,0,,14,0
577.0,New World Millennium,POINT (114.1797146 22.2993157),22.2993157,114.1797146,hotel,0,,3,0
578.0,New World Town Hall,POINT (114.1463815 22.3392195),22.3392195,114.1463815,city,0,,2,0
579.0,Ngong Ping,POINT (113.9053189 22.2560986),22.2560986,113.9053189,area,0,,624,1
580.0,Ngong Ping 360,POINT (113.9014163 22.2563163),22.2563163,113.9014163,entertainment,0,,1194,1
581.0,Ngong Ping Cable Car Station,POINT (113.938519 22.2903229),22.2903229,113.938519,entertainment,0,,27,0
582.0,Ngong Ping Nature Centre,POINT (113.9031923 22.2558934),22.2558934,113.9031923,city,0,,1,0
583.0,Ngong Ping Piazza,POINT (113.9058728 22.2552355),22.2552355,113.9058728,cultural,0,,6,0
584.0,Ngong Ping Village,POINT (113.9029888 22.2561853),22.2561853,113.9029888,cultural,0,,740,1
585.0,Nina Mall,POINT (114.11299 22.368748),22.368748,114.11299,shopping,0,,2,0
586.0,Nmcnoodles,POINT (114.1738374 22.2993736),22.2993736,114.1738374,dining,0,,4,0
587.0,Noah's Ark Hotel and Resort,POINT (114.061618 22.348296),22.348296,114.061618,hotel,0,,2,0
588.0,North Point,POINT (114.192803 22.2884683),22.2884683,114.192803,area,0,,138,1
589.0,North Point Station,POINT (114.2004947 22.2912707),22.2912707,114.2004947,transit,0,,2,0
590.0,North Pole Encounter,POINT (114.1719653 22.2351741),22.2351741,114.1719653,entertainment,0,,6,0
591.0,Northern Dumpling Yuan,POINT (114.1743552 22.2743259),22.2743259,114.1743552,dining,0,,1,0
592.0,Not Just Coffee,POINT (114.1714564 22.3102453),22.3102453,114.1714564,dining,0,,2,0
593.0,Novotel,POINT (114.176386 22.2788043),22.2788043,114.176386,hotel,0,,13,0
594.0,OZONE,POINT (114.1601865 22.3033986),22.3033986,114.1601865,dining,0,,3,0
595.0,Oasis Aurum 181 Hotel,POINT (114.1367366 22.2873529),22.2873529,114.1367366,hotel,0,,11,0
596.0,Ocean Express Waterfront Station,POINT (114.1758883 22.2454298),22.2454298,114.1758883,entertainment,0,,2,0
597.0,Ocean Pacific,POINT (114.1704063 22.3073661),22.3073661,114.1704063,dining,0,,18,0
598.0,Ocean Park,POINT (114.1721746 22.2346359),22.2346359,114.1721746,entertainment,0,,5506,1
599.0,Ocean Park Station,POINT (114.1744429 22.2486966),22.2486966,114.1744429,transit,0,,7,0
600.0,Ocean Theatre,POINT (114.1707625 22.2333879),22.2333879,114.1707625,entertainment,0,,1,0
601.0,Ohlalagout,POINT (114.1514204 22.2847014),22.2847014,114.1514204,dining,0,,2,0
602.0,Oi Man Sang,POINT (114.1623071 22.3266872),22.3266872,114.1623071,dining,0,,21,0
603.0,Old Hong Kong,POINT (114.1764989 22.2461407),22.2461407,114.1764989,city,0,,76,0
604.0,Old Wan Chai Post Office,POINT (114.1732953 22.2743175),22.2743175,114.1732953,cultural,0,,2,0
605.0,Omotesando Koffee,POINT (114.1724786 22.2756634),22.2756634,114.1724786,dining,0,,1,0
606.0,On The Hill Coffee Bar,POINT (114.186357 22.312774),22.312774,114.186357,dining,0,,8,0
607.0,One Dim Sum,POINT (114.1691662 22.3254793),22.3254793,114.1691662,dining,0,,44,0
608.0,One One Roast Goose Restaurant,POINT (114.1277596 22.2814945),22.2814945,114.1277596,dining,0,,4,0
610.0,PMQ,POINT (114.1515669 22.283328),22.283328,114.1515669,shopping,0,,34,0
611.0,Pa Shih,POINT (114.1525344 22.2842271),22.2842271,114.1525344,dining,0,,2,0
612.0,Pacific Place,POINT (114.1649087 22.2772459),22.2772459,114.1649087,shopping,0,,15,0
613.0,Pai Tau Village,POINT (114.186078 22.3846378),22.3846378,114.186078,cultural,0,,1,0
614.0,Panda Hotel,POINT (114.120796 22.368988),22.368988,114.120796,hotel,0,,26,0
615.0,Park Hotel,POINT (114.1754722 22.2996441),22.2996441,114.1754722,hotel,0,,9,0
616.0,Passione,POINT (114.1721445 22.2755562),22.2755562,114.1721445,dining,0,,1,0
617.0,Peel St,POINT (114.1524076 22.282327),22.282327,114.1524076,city,0,,6,0
618.0,Peking Garden,POINT (114.1690422 22.2946924),22.2946924,114.1690422,dining,0,,6,0
619.0,Peking Rd,POINT (114.1708432 22.2963245),22.2963245,114.1708432,city,0,,7,0
620.0,Peng Chau,POINT (114.0413675 22.2830679),22.2830679,114.0413675,natural,0,,9,0
621.0,Peninsula - The Arcade,POINT (114.171506 22.2951044),22.2951044,114.171506,shopping,0,,12,0
622.0,Pichic Bay,POINT (114.131468 22.205547),22.205547,114.131468,natural,0,,3,0
623.0,Ping Pong 129,POINT (114.1397016 22.2863229),22.2863229,114.1397016,dining,0,,7,0
624.0,Ping Shan,POINT (114.0083831 22.4406709),22.4406709,114.0083831,area,0,,6,0
625.0,Ping Shek Estate,POINT (114.209086 22.333731),22.333731,114.209086,city,0,,2,0
626.0,Playhouse in the Woods,POINT (114.039073 22.3129981),22.3129981,114.039073,entertainment,0,,23,0
627.0,Plaza Hollywood,POINT (114.2020184 22.3405929),22.3405929,114.2020184,shopping,0,,3,0
628.0,Po Kee BBQ Restaurant,POINT (114.1364596 22.2860372),22.2860372,114.1364596,dining,0,,9,0
629.0,Po Lin Monastery,POINT (113.9080796 22.2554932),22.2554932,113.9080796,religion,0,,1311,1
630.0,Po Toi,POINT (114.2598533 22.1692324),22.1692324,114.2598533,natural,0,,1,0
632.0,Pok Fu Lam Reservoir Rd,POINT (114.1428983 22.2667519),22.2667519,114.1428983,outdoor,0,,1,0
633.0,Portland St,POINT (114.1686812 22.3191173),22.3191173,114.1686812,city,0,,10,0
634.0,Potion House,POINT (114.1715012 22.2759639),22.2759639,114.1715012,dining,0,,1,0
635.0,Prince Edward,POINT (114.1692021 22.3243935),22.3243935,114.1692021,area,0,,60,0
636.0,Prince Edward Station,POINT (114.1683841 22.3250797),22.3250797,114.1683841,transit,0,,15,0
637.0,Prince Tower,POINT (114.1712853 22.2965144),22.2965144,114.1712853,city,0,,7,0
638.0,Prince's Building,POINT (114.1592117 22.2811963),22.2811963,114.1592117,city,0,,14,0
639.0,Prison Yard,POINT (114.1539264 22.2808177),22.2808177,114.1539264,cultural,0,,10,0
640.0,Prosperous Building,POINT (114.1564528 22.2833466),22.2833466,114.1564528,city,0,,4,0
641.0,QRE Plaza,POINT (114.1722029 22.2749857),22.2749857,114.1722029,shopping,0,,1,0
642.0,Quarry Bay,POINT (114.2123009 22.2827206),22.2827206,114.2123009,area,0,,64,0
643.0,Quarry Bay Station,POINT (114.2097467 22.2878748),22.2878748,114.2097467,transit,0,,2,0
644.0,Queen St,POINT (114.147243 22.287611),22.287611,114.147243,city,0,,4,0
646.0,Queen's Road,POINT (114.155245 22.2833688),22.2833688,114.155245,city,0,,69,0
647.0,Queensway,POINT (114.1644047 22.2784929),22.2784929,114.1644047,city,0,,7,0
648.0,Quinary,POINT (114.1528646 22.2826601),22.2826601,114.1528646,dining,0,,2,0
649.0,ROSÉ,POINT (114.1561361 22.2811073),22.2811073,114.1561361,dining,0,,3,0
650.0,Rabbitland Café,POINT (114.1841144 22.2810481),22.2810481,114.1841144,dining,0,,2,0
651.0,Rainbow Stairs,POINT (114.1520302 22.2848544),22.2848544,114.1520302,cultural,0,,3,0
652.0,Ramada Hong Kong Grand View,POINT (114.1973575 22.2911591),22.2911591,114.1973575,hotel,0,,3,0
653.0,Ramada Hong Kong Harbour View,POINT (114.1435312 22.28699),22.28699,114.1435312,hotel,0,,7,0
654.0,Ramen Iroha,POINT (114.1865822 22.2779338),22.2779338,114.1865822,dining,0,,1,0
655.0,Red Incense Burner Summit,POINT (114.1968865 22.2821816),22.2821816,114.1968865,outdoor,0,,4,0
656.0,Red Tea,POINT (114.1732766 22.2990115),22.2990115,114.1732766,dining,0,,3,0
657.0,Regal Airport Hotel ,POINT (113.9343274 22.3186949),22.3186949,113.9343274,hotel,0,,16,0
658.0,Regal Hongkong Hotel,POINT (114.186825 22.279153),22.279153,114.186825,hotel,0,,6,0
659.0,Regal Kowloon Hotel,POINT (114.178027 22.298849),22.298849,114.178027,hotel,0,,32,0
660.0,Regal Oriental Hotel,POINT (114.1930606 22.3299762),22.3299762,114.1930606,hotel,0,,4,0
661.0,Regala Skycity Hotel,POINT (113.9420082 22.3192383),22.3192383,113.9420082,hotel,0,,3,0
662.0,Regent,POINT (114.1739346 22.2934362),22.2934362,114.1739346,hotel,0,,52,0
663.0,Repulse Bay,POINT (114.1952039 22.2345043),22.2345043,114.1952039,natural,0,,176,1
664.0,Repulse Bay Beach,POINT (114.1963252 22.2367659),22.2367659,114.1963252,natural,0,,10,0
665.0,Reservoir Islands Viewpoint,POINT (114.0241592 22.3908987),22.3908987,114.0241592,outdoor,0,,3,0
666.0,Robinson Rd,POINT (114.1495332 22.2810895),22.2810895,114.1495332,city,0,,2,0
667.0,Rosedale Hotel,POINT (114.1883333 22.2791667),22.2791667,114.1883333,hotel,0,,4,0
668.0,Rosedale Hotel ,POINT (114.1882906 22.2792267),22.2792267,114.1882906,hotel,0,,3,0
669.0,Rosewood,POINT (114.1758105 22.2949764),22.2949764,114.1758105,hotel,0,,15,0
670.0,Royal Banquet Hall,POINT (114.0409 22.3122806),22.3122806,114.0409,dining,0,,8,0
671.0,Royal Plaza Hotel,POINT (114.17312 22.3242126),22.3242126,114.17312,hotel,0,,6,0
672.0,Royal View Hotel,POINT (114.0780214 22.3684504),22.3684504,114.0780214,hotel,0,,4,0
673.0,SHARI SHARI Kakigori House,POINT (114.1865756 22.2774682),22.2774682,114.1865756,dining,0,,14,0
674.0,SHOWA Causeway Bay,POINT (114.1842247 22.2789798),22.2789798,114.1842247,shopping,0,,2,0
675.0,SOGO,POINT (114.1843032 22.2804272),22.2804272,114.1843032,shopping,0,,151,1
676.0,STAY MK,POINT (114.1696623 22.3157565),22.3157565,114.1696623,hotel,0,,2,0
677.0,Sai Kung Cafe & Bakery,POINT (114.2731611 22.3812038),22.3812038,114.2731611,dining,0,,3,0
678.0,Sai Kung District,POINT (114.270976 22.3833893),22.3833893,114.270976,area,0,,32,0
679.0,Sai Kung New Public Pier,POINT (114.2744323 22.3812237),22.3812237,114.2744323,transit,0,,3,0
680.0,Sai Kung Public Pier,POINT (114.274132 22.381654),22.381654,114.274132,transit,0,,1,0
682.0,Sai Wan,POINT (114.1365037 22.2876838),22.2876838,114.1365037,area,0,,1,0
683.0,Sai Ying Pun,POINT (114.1417059 22.2875634),22.2875634,114.1417059,area,0,,38,0
684.0,Sai Ying Pun Station,POINT (114.142733 22.285533),22.285533,114.142733,transit,0,,3,0
685.0,Saisho Daigo,POINT (114.2219135 22.281411),22.281411,114.2219135,dining,0,,2,0
686.0,Saizeriya Ristorante e Caffé,POINT (114.1864318 22.2793292),22.2793292,114.1864318,dining,0,,2,0
688.0,Sampan Seafood Restaurant,POINT (114.1113807 22.2267239),22.2267239,114.1113807,dining,0,,2,0
689.0,Samsen,POINT (114.1741694 22.274125),22.274125,114.1741694,dining,0,,2,0
690.0,Sang Roastery,POINT (114.1934739 22.3204627),22.3204627,114.1934739,dining,0,,10,0
691.0,Sau Wa Fong,POINT (114.1825781 22.2762468),22.2762468,114.1825781,city,0,,6,0
692.0,Sense Coffee,POINT (114.1520185 22.2857239),22.2857239,114.1520185,dining,0,,2,0
693.0,Sha Kok Station,POINT (114.1939135 22.3766305),22.3766305,114.1939135,transit,0,,3,0
694.0,Sha Po New Village,POINT (114.112469 22.225349),22.225349,114.112469,cultural,0,,1,0
695.0,Sha Tin,POINT (114.2093287 22.386408),22.386408,114.2093287,area,0,,16,0
696.0,Sha Tin Che Kung Temple,POINT (114.182831 22.373419),22.373419,114.182831,religion,0,,458,1
697.0,Sha Tin Park,POINT (114.1901434 22.3795777),22.3795777,114.1901434,city,0,,4,0
698.0,Sha Tin Racecourse,POINT (114.2045026 22.4007203),22.4007203,114.2045026,entertainment,0,,21,0
699.0,Sha Tin Station,POINT (114.186856 22.382049),22.382049,114.186856,transit,0,,6,0
700.0,Sham Shui Po,POINT (114.1602846 22.3285899),22.3285899,114.1602846,area,0,,129,1
701.0,Sham Shui Po Gadget Outlet,POINT (114.1617244 22.3318073),22.3318073,114.1617244,shopping,0,,2,0
702.0,Sham Shui Po Government Primary School,POINT (114.1477494 22.3332735),22.3332735,114.1477494,school,0,,1,0
703.0,Shang Sin Chun Tong,POINT (114.1207922 22.5063885),22.5063885,114.1207922,religion,0,,3,0
704.0,Shanghai St,POINT (114.1692758 22.3135379),22.3135379,114.1692758,city,0,,7,0
705.0,Shangri-La,POINT (114.1644241 22.2771904),22.2771904,114.1644241,hotel,0,,26,0
707.0,Shatin Plaza,POINT (114.1895339 22.3833614),22.3833614,114.1895339,shopping,0,,2,0
708.0,Shau Kei Wan,POINT (114.2286476 22.278746),22.278746,114.2286476,area,0,,76,0
709.0,Shau Kei Wan Market,POINT (114.2299015 22.2782429),22.2782429,114.2299015,shopping,0,,2,0
710.0,Shau Kei Wan Station,POINT (114.2288794 22.2792428),22.2792428,114.2288794,transit,0,,8,0
711.0,Shau Kei Wan Terminus,POINT (114.2300602 22.2778627),22.2778627,114.2300602,transit,0,,4,0
712.0,Shek Kee Wonton Noodles,POINT (114.1707205 22.2969461),22.2969461,114.1707205,dining,0,,2,0
713.0,Shek O Beach,POINT (114.2511234 22.228976),22.228976,114.2511234,natural,0,,10,0
714.0,Shek O Peak,POINT (114.2333333 22.2333333),22.2333333,114.2333333,outdoor,0,,7,0
715.0,Shek Tong Tsui,POINT (114.1338924 22.2863914),22.2863914,114.1338924,area,0,,9,0
716.0,Shek Tong Tsui Market and Cooked Food Centre,POINT (114.1361586 22.2856848),22.2856848,114.1361586,shopping,0,,3,0
717.0,Shelley St,POINT (114.1523005 22.2810265),22.2810265,114.1523005,city,0,,19,0
718.0,Sheraton Hong Kong Hotel & Towers,POINT (114.17261 22.2952177),22.2952177,114.17261,hotel,0,,10,0
719.0,Sheraton Hong Kong Tung Chung Hotel,POINT (113.9461967 22.2956594),22.2956594,113.9461967,hotel,0,,2,0
720.0,Sheung Shui,POINT (114.1260991 22.5112008),22.5112008,114.1260991,area,0,,7,0
721.0,Sheung Wan,POINT (114.1491375 22.2863943),22.2863943,114.1491375,area,0,,175,1
722.0,Shing Kee Congee Noodle,POINT (114.1706046 22.3037161),22.3037161,114.1706046,dining,0,,3,0
723.0,Shing Wong St,POINT (114.1512459 22.2834393),22.2834393,114.1512459,city,0,,1,0
724.0,Shiu Shing Hong,POINT (114.1501518 22.285703),22.285703,114.1501518,shopping,0,,25,0
725.0,Shouson Hill,POINT (114.1810919 22.2471845),22.2471845,114.1810919,outdoor,0,,1,0
726.0,Shun Tak Centre,POINT (114.1517914 22.2879098),22.2879098,114.1517914,city,0,,2,0
727.0,Silka Seaview Hotel,POINT (114.1700315 22.3103592),22.3103592,114.1700315,hotel,0,,2,0
728.0,Silka Tsuen Wan,POINT (114.1387044 22.369145),22.369145,114.1387044,hotel,0,,2,0
729.0,Sim City,POINT (114.1701562 22.3176702),22.3176702,114.1701562,shopping,0,,11,0
730.0,Sing Kee,POINT (114.1547216 22.2836143),22.2836143,114.1547216,dining,0,,3,0
731.0,Sister Wah Beef Brisket,POINT (114.1915492 22.2831794),22.2831794,114.1915492,dining,0,,30,0
732.0,Siu Lam,POINT (114.0116334 22.3687091),22.3687091,114.0116334,natural,0,,4,0
733.0,Sky 100,POINT (114.1603497 22.3034464),22.3034464,114.1603497,city,0,,524,1
734.0,Sky Bridge,POINT (113.9315268 22.3160322),22.3160322,113.9315268,city,0,,1,0
735.0,Sky City Interchange,POINT (113.9420461 22.3142615),22.3142615,113.9420461,transit,0,,1,0
736.0,SkyCity Marriott Hotel,POINT (113.943278 22.317823),22.317823,113.943278,hotel,0,,4,0
737.0,SkyPier,POINT (113.9440077 22.3179776),22.3179776,113.9440077,transit,0,,2,0
738.0,Sleepyhead,POINT (114.1684358 22.2764465),22.2764465,114.1684358,dining,0,,3,0
739.0,Sneakers Street,POINT (114.1711656 22.3187397),22.3187397,114.1711656,shopping,0,,51,0
740.0,Snoopy's World,POINT (114.1893073 22.3819376),22.3819376,114.1893073,entertainment,0,,25,0
741.0,Soft Thunder Bakery,POINT (114.1688075 22.2768698),22.2768698,114.1688075,dining,0,,2,0
743.0,South Horizons,POINT (114.1476512 22.243373),22.243373,114.1476512,city,0,,6,0
744.0,Southorn Stadium,POINT (114.1728298 22.2766709),22.2766709,114.1728298,sport,0,,1,0
745.0,Space Traders,POINT (114.0414923 22.313995),22.313995,114.0414923,entertainment,0,,4,0
746.0,Spirit Book Store,POINT (114.1962771 22.2913978),22.2913978,114.1962771,shopping,0,,1,0
747.0,Spring Garden Ln,POINT (114.1726383 22.2753739),22.2753739,114.1726383,city,0,,2,0
748.0,St Francis Rd,POINT (114.1692703 22.2760127),22.2760127,114.1692703,city,0,,2,0
749.0,St John's Cathedral,POINT (114.1597309 22.2787367),22.2787367,114.1597309,religion,0,,42,0
750.0,St Margaret's Church,POINT (114.1844368 22.2741103),22.2741103,114.1844368,religion,0,,1,0
751.0,St. Paul's Church,POINT (114.1554024 22.2796308),22.2796308,114.1554024,religion,0,,3,0
752.0,Stanford Hillview Hotel,POINT (114.1744504 22.3014619),22.3014619,114.1744504,hotel,0,,3,0
753.0,Stanley,POINT (114.2126685 22.220422),22.220422,114.2126685,area,0,,31,0
754.0,Stanley Main Street,POINT (114.2128324 22.2171556),22.2171556,114.2128324,city,0,,2,0
755.0,Stanley Market,POINT (114.212625 22.2181259),22.2181259,114.212625,shopping,0,,13,0
756.0,Stanley Murray House,POINT (114.2097467 22.2180454),22.2180454,114.2097467,cultural,0,,2,0
757.0,Stanley Plaza,POINT (114.2099012 22.2193417),22.2193417,114.2099012,shopping,0,,2,0
758.0,Stanley St,POINT (114.1552448 22.2827288),22.2827288,114.1552448,city,0,,3,0
759.0,Stanley Village Rd,POINT (114.2125246 22.2210482),22.2210482,114.2125246,city,0,,6,0
760.0,Star Ferry,POINT (114.169106 22.2942179),22.2942179,114.169106,transit,0,,3,0
761.0,Star Ferry Pier,POINT (114.1612735 22.2871502),22.2871502,114.1612735,transit,0,,80,0
762.0,Star Ferry's Water Tour,POINT (114.0461057 22.306329),22.306329,114.0461057,transit,0,,1,0
763.0,Star St,POINT (114.168306 22.2761315),22.2761315,114.168306,city,0,,1,0
764.0,Starbucks (Avenue of Stars),POINT (114.1763305 22.2954387),22.2954387,114.1763305,dining,0,,1,0
765.0,Starliner Diner,POINT (114.042069 22.3132348),22.3132348,114.042069,dining,0,,9,0
766.0,Staunton St,POINT (114.1523449 22.2823763),22.2823763,114.1523449,city,0,,6,0
767.0,Stone Nullah Ln,POINT (114.173862 22.2744181),22.2744181,114.173862,city,0,,7,0
768.0,Stone Slab Street,POINT (114.1564438 22.2836173),22.2836173,114.1564438,city,0,,82,0
769.0,Stubbs Rd,POINT (114.1785536 22.2697473),22.2697473,114.1785536,city,0,,3,0
770.0,Sukiya,POINT (114.167774 22.319276),22.319276,114.167774,dining,0,,4,0
771.0,Sum Hung Cuisine,POINT (114.1718727 22.3162773),22.3162773,114.1718727,dining,0,,2,0
772.0,Sun Heung Yuen,POINT (114.1608932 22.3298688),22.3298688,114.1608932,dining,0,,27,0
773.0,Sun Hing Restaurant,POINT (114.1282358 22.2829656),22.2829656,114.1282358,dining,0,,29,0
774.0,Sun Kee Noodles,POINT (114.1281009 22.283202),22.283202,114.1281009,dining,0,,11,0
776.0,Sun King Yuen Curry Restaurant,POINT (114.1729784 22.2758176),22.2758176,114.1729784,dining,0,,12,0
777.0,Sun Sing St,POINT (114.2250275 22.2793199),22.2793199,114.2250275,city,0,,12,0
778.0,Sun St,POINT (114.1683811 22.2765342),22.2765342,114.1683811,city,0,,2,0
779.0,Sun Wui Kong Restaurant,POINT (114.157556 22.3365789),22.3365789,114.157556,dining,0,,3,0
780.0,Sun Wui Rd,POINT (114.1846887 22.2775861),22.2775861,114.1846887,city,0,,1,0
781.0,Sun Yat Sen Memorial Park,POINT (114.1454925 22.2902364),22.2902364,114.1454925,cultural,0,,42,0
782.0,Sunbeam Whampoa,POINT (114.2000753 22.2912858),22.2912858,114.2000753,cultural,0,,2,0
783.0,Sung Wong Toi,POINT (114.1913 22.32591),22.32591,114.1913,area,0,,4,0
784.0,Sunny Bay Station,POINT (114.0289607 22.331731),22.331731,114.0289607,transit,0,,87,0
785.0,Sushi Masa,POINT (114.1504604 22.2857159),22.2857159,114.1504604,dining,0,,1,0
786.0,Sushi Raku,POINT (114.1559665 22.2813013),22.2813013,114.1559665,dining,0,,4,0
787.0,Sushiyoshi,POINT (114.1729354 22.298562),22.298562,114.1729354,dining,0,,2,0
789.0,SìpSip Rooftop Shisha Bar,POINT (114.1918435 22.2850533),22.2850533,114.1918435,dining,0,,1,0
790.0,T Square,POINT (114.1545139 22.2486503),22.2486503,114.1545139,shopping,0,,3,0
791.0,THE MATCHA TOKYO,POINT (114.1828394 22.2782176),22.2782176,114.1828394,dining,0,,24,0
793.0,Tai Cheong Bakery,POINT (114.153615 22.282594),22.282594,114.153615,dining,0,,51,0
794.0,Tai Chi Garden,POINT (114.1611098 22.2767188),22.2767188,114.1611098,city,0,,2,0
795.0,Tai Hang,POINT (114.1937244 22.2751881),22.2751881,114.1937244,area,0,,47,0
796.0,Tai Hang Rd,POINT (114.1923218 22.2775724),22.2775724,114.1923218,dining,0,,1,0
797.0,Tai Hing,POINT (114.190765 22.304823),22.304823,114.190765,dining,0,,9,0
798.0,Tai Kok Tsui,POINT (114.1620857 22.3198474),22.3198474,114.1620857,area,0,,35,0
799.0,Tai Kok Tsui Rd,POINT (114.1620152 22.32233),22.32233,114.1620152,city,0,,2,0
800.0,Tai Kwun,POINT (114.154023 22.2811686),22.2811686,114.154023,cultural,0,,227,1
801.0,Tai Lam Chung Reservoir,POINT (114.0292614 22.3842445),22.3842445,114.0292614,natural,0,,29,0
802.0,Tai Long Wan,POINT (114.3994981 22.4007942),22.4007942,114.3994981,natural,0,,21,0
803.0,Tai Mo Shan,POINT (114.1379499 22.4088464),22.4088464,114.1379499,outdoor,0,,721,1
804.0,Tai O,POINT (113.8661195 22.2523195),22.2523195,113.8661195,area,0,,439,1
805.0,Tai O Bakery,POINT (113.8631366 22.2547737),22.2547737,113.8631366,dining,0,,29,0
807.0,Tai O Lookout,POINT (113.8538943 22.2532063),22.2532063,113.8538943,dining,0,,2,0
808.0,Tai O Market St,POINT (113.8621 22.2540245),22.2540245,113.8621,shopping,0,,5,0
809.0,Tai O Rd,POINT (113.8724226 22.2476013),22.2476013,113.8724226,city,0,,3,0
810.0,Tai O Rural Committee Square,POINT (113.8622381 22.2545463),22.2545463,113.8622381,cultural,0,,1,0
812.0,Tai On Coffee & Tea Shop,POINT (114.1684446 22.3133868),22.3133868,114.1684446,dining,0,,19,0
813.0,Tai Pak Restaurant,POINT (114.1107473 22.3720011),22.3720011,114.1107473,dining,0,,1,0
814.0,Tai Ping Shan,POINT (114.1481805 22.2848433),22.2848433,114.1481805,outdoor,0,,64,0
815.0,Tai Po,POINT (114.165521 22.4423282),22.4423282,114.165521,area,0,,720,1
816.0,Tai Po Hui,POINT (114.1660176 22.4463116),22.4463116,114.1660176,shopping,0,,2,0
817.0,Tai Tam,POINT (114.2106427 22.2567774),22.2567774,114.2106427,area,0,,40,0
818.0,Tai Tam Gap,POINT (114.2316197 22.2587513),22.2587513,114.2316197,area,0,,2,0
819.0,Tai Tam Mound Waterfall,POINT (114.0218965 22.3867326),22.3867326,114.0218965,natural,0,,2,0
820.0,Tai Tam Reservoir,POINT (114.2130899 22.2515681),22.2515681,114.2130899,natural,0,,180,1
821.0,Tai Wai,POINT (114.178626 22.375941),22.375941,114.178626,area,0,,11,0
822.0,Tai Wo Hau Station,POINT (114.124951 22.370758),22.370758,114.124951,transit,0,,5,0
823.0,Tai Wo St,POINT (114.1740649 22.2761617),22.2761617,114.1740649,city,0,,2,0
824.0,Tai Wo Tang Café,POINT (114.1894226 22.3285877),22.3285877,114.1894226,dining,0,,19,0
825.0,Tai Wong Temple,POINT (114.1708326 22.2754516),22.2754516,114.1708326,religion,0,,8,0
826.0,Tai Wong Yeh Temple,POINT (114.2307856 22.313243),22.313243,114.2307856,religion,0,,75,0
827.0,Tai Yuen St,POINT (114.1732951 22.2755235),22.2755235,114.1732951,city,0,,2,0
828.0,Taikoo Place,POINT (114.2110848 22.2872229),22.2872229,114.2110848,city,0,,15,0
829.0,Taikoo Shing,POINT (114.2189883 22.2865471),22.2865471,114.2189883,area,0,,31,0
830.0,Tamar Park,POINT (114.1657652 22.2815974),22.2815974,114.1657652,city,0,,4,0
831.0,Tarzan's Treehouse,POINT (114.0417371 22.3113272),22.3113272,114.0417371,entertainment,0,,14,0
832.0,Tei Mou Koon Dessert,POINT (114.1874719 22.3287948),22.3287948,114.1874719,dining,0,,32,0
833.0,Temple St,POINT (114.1702215 22.3073082),22.3073082,114.1702215,city,0,,181,1
834.0,Temple Street Night Market,POINT (114.1699805 22.3065185),22.3065185,114.1699805,shopping,0,,199,1
835.0,Ten Thousand Buddhas Monastery,POINT (114.1847775 22.3876093),22.3876093,114.1847775,religion,0,,33,0
836.0,The Alley,POINT (114.1718901 22.29638),22.29638,114.1718901,dining,0,,8,0
837.0,The Archive Shop,POINT (114.0406676 22.3099503),22.3099503,114.0406676,shopping,0,,1,0
838.0,The Archivist,POINT (114.0369862 22.3088587),22.3088587,114.0369862,hotel,0,,3,0
839.0,The Baker & The Bottleman,POINT (114.1720642 22.2750054),22.2750054,114.1720642,dining,0,,2,0
841.0,The Cheesecake Factory,POINT (114.1679292 22.2995109),22.2995109,114.1679292,dining,0,,7,0
842.0,The Chinese Library,POINT (114.1541034 22.2817737),22.2817737,114.1541034,dining,0,,5,0
843.0,The Cityview,POINT (114.171644 22.313683),22.313683,114.171644,hotel,0,,6,0
844.0,The Emperor Hotel,POINT (114.1782419 22.2748188),22.2748188,114.1782419,hotel,0,,7,0
845.0,The FOREST,POINT (114.1714151 22.3189016),22.3189016,114.1714151,shopping,0,,6,0
846.0,The Farmhouse,POINT (114.1990127 22.2929382),22.2929382,114.1990127,dining,0,,5,0
847.0,The Fleming,POINT (114.1748164 22.2789688),22.2789688,114.1748164,hotel,0,,8,0
848.0,The Fullerton Ocean Park Hotel,POINT (114.1655464 22.2369121),22.2369121,114.1655464,hotel,0,,43,0
